,c_id,comment_author,thread_id,comment_date,CLASS
1874,c2428537155,Proudof2mommy,a43993948,08/17/2013,-1
1875,c2428616526,Rascallion,a44001325,08/20/2013,-1
1876,c2428617188,crochetingmommy,a44013259,08/18/2013,-1
1877,c2428948098,lincolnsmama7709,a44097001,08/22/2013,1
1878,c2429051398,ApsandEllie,a44126650,08/23/2013,-1
1879,c2429273932,kaikaimomma,a44184895,08/26/2013,-1
1880,c2429326938,mizaditude,a44186797,08/27/2013,-1
1881,c2429365803,mama2my5,a44186797,08/27/2013,-1
1882,c2429415155,3parentheses,a44221000,08/28/2013,1
1883,c2429533686,Allin_,a44210698,08/29/2013,-1
1884,c2429665324,littlechrys,a44270161,08/31/2013,-1
1885,c2429815979,sweetpeas27,a44324638,09/02/2013,-1
1886,c2429825801,ashgrav,a44324638,09/02/2013,1
1887,c2429875293,shbetty,a44327707,09/03/2013,1
1888,c2429892311,BRMomma1701,a44343457,09/03/2013,1
1889,c2429943777,Junobet,a44334235,09/04/2013,-1
1890,c2430200882,2crabbygirls,a44409361,09/07/2013,1
1891,c2430327483,starlite001,a44451475,09/09/2013,-1
1892,c2430460439,holladee,a44484247,09/10/2013,1
1893,c2430482704,MeganM84,a44482819,09/10/2013,-1
1894,c2430488974,hurricaneja,a44490262,09/10/2013,-1
1895,c2430490801,Mandie0811,a44492350,09/10/2013,1
1896,c2430556342,lchen12345,a44494534,09/11/2013,-1
1897,c2430667400,virginiaarmygal,a44533531,09/12/2013,-1
1898,c2430671044,thetruthmommy,a44530741,09/12/2013,1
1899,c2430701307,thegamerchick,a44531830,09/13/2013,1
1900,c2430770522,meerkat25,a44538346,09/14/2013,-1
1901,c2430820984,Traym30,a44568394,09/14/2013,-1
1902,c2430892863,RanchoMomma,a44568394,09/15/2013,1
1903,c2430919136,Guerrilla Housewife,a44590288,09/16/2013,1
1904,c2430967294,Squirrel-85,a44601373,09/16/2013,1
1905,c2430986678,T&C makn babies,a44602558,09/16/2013,1
1906,c2430990015,greeneyesshine,a44607433,09/16/2013,-1
1907,c2431002247,Nico's_mom24,a44607853,09/16/2013,-1
1908,c2431010653,jillybean720,a44585155,09/16/2013,1
1909,c2431034124,evyma03,a44607853,09/17/2013,1
1910,c2431054412,CarusGator,a44622358,09/17/2013,-1
1911,c2431108793,cherylj75,a44634655,09/17/2013,1
1912,c2431271257,rainy.day.mama,a44673658,09/19/2013,-1
1913,c2431325912,marycontrary22,a44686219,09/20/2013,1
1914,c2431347525,jenlynnste,a44691613,09/20/2013,-1
1915,c2431368357,gwens_life,a44685985,09/20/2013,-1
1916,c2431412549,thesproutsmama,a44585155,09/21/2013,-1
1917,c2431563959,Skyandthatsall,a44743702,09/23/2013,-1
1918,c2431712207,opalhopi,a44751181,09/24/2013,-1
1919,c2431878920,Bekster225,a44804284,09/26/2013,1
1920,c2431911895,stephnandrew85,a44810605,09/26/2013,1
1921,c2432045647,virginiaarmygal,a44842567,09/28/2013,-1
1922,c2432156589,SuperLuckyMama,a44852803,09/30/2013,-1
1923,c2432202050,LILHOFFY99,a44889421,09/30/2013,1
1924,c2432247105,snowlion18,a44898319,09/30/2013,-1
1925,c2432273302,angie3386,a44870296,10/01/2013,-1
1926,c2432602955,hewittca14,a44980678,10/04/2013,-1
1927,c2432672053,gabby198,a44994430,10/05/2013,-1
1928,c2432748925,Sav Jo,a45010840,10/06/2013,-1
1929,c2432836557,apoh,a45010840,10/07/2013,-1
1930,c2432932906,Crystal3208,a45051004,10/08/2013,-1
1931,c2432943664,Unaragazza,a45051004,10/08/2013,-1
1932,c2432973176,Lindsays2009Baby,a45061264,10/08/2013,-1
1933,c2432986095,rbrashe,a45065149,10/09/2013,-1
1934,c2433451712,mommafield,a45165976,10/14/2013,-1
1935,c2433465840,Monteria414,a45170944,10/14/2013,1
1936,c2433795710,victoriasooners,a45238771,10/17/2013,-1
1937,c2434008428,Irreloh,a45294307,10/20/2013,-1
1938,c2434770846,mibdean,a45464014,10/28/2013,1
1939,c2434781005,Dianamel76,a45456385,10/28/2013,-1
1940,c2434933948,mommaowlkari,a45500893,10/30/2013,-1
1941,c2435181237,CraftyShiba,a45539509,11/02/2013,-1
1942,c2435223252,laMingo,a45551878,11/02/2013,-1
1943,c2435645985,MaybeBaby4us,a45661861,11/07/2013,-1
1944,c2435982217,ninjaeema,a45719554,11/11/2013,1
1945,c2436014196,DapperHampster,a45719554,11/11/2013,-1
1946,c2436164113,PiningForCoffee,a45772174,11/13/2013,1
1947,c2436251771,msh1987,a45794503,11/13/2013,-1
1948,c2436485299,dapersona,a45845704,11/16/2013,-1
1949,c2436629608,3BeautifulKids,a45876403,11/18/2013,-1
1950,c2436708518,Spaz31,a45895804,11/18/2013,-1
1951,c2436712013,foxcubmom,a45895804,11/18/2013,1
1952,c2436757188,OurAllenBaby,a45907252,11/19/2013,-1
1953,c2436848862,Kween84,a45923758,11/20/2013,-1
1954,c2436856524,modestlittlemouse,a45228097,11/20/2013,-1
1955,c2436881423,KRAMV,a45934204,11/20/2013,1
1956,c2437000979,Miezekatze,a45960304,11/21/2013,-1
1957,c2437039986,Tee1Murph,a45965728,11/22/2013,-1
1958,c2437106485,heatherlynn619,a45980380,11/22/2013,-1
1959,c2437113591,tiger_cub,a45979657,11/22/2013,1
1960,c2437130457,emsutten,a45980380,11/22/2013,-1
1961,c2437191288,BerksWife,a46000930,11/23/2013,-1
1962,c2437194496,AmyCE,a45996463,11/23/2013,1
1963,c2437204041,kat_the_bat,a45996463,11/23/2013,1
1964,c2437235804,mummyoke,a46010332,11/24/2013,1
1965,c2437298851,reeniebreenie,a46007629,11/25/2013,-1
1966,c2437490351,katyrin,a44027608,11/27/2013,1
1967,c2437639672,Desiree Sievers,a46094821,11/29/2013,-1
1968,c2438138457,erincamb,a45996463,12/04/2013,-1
1969,c2438175976,KRAMV,a46222099,12/05/2013,-1
1970,c2438221778,alkwonderfullife,a46222099,12/05/2013,-1
1971,c2438244019,txmominpa,a46222099,12/05/2013,-1
1972,c2438277993,ClemsonMommy31,a46232539,12/06/2013,1
1973,c2438316590,retrogalaol,a46252225,12/06/2013,-1
1974,c2438320353,BananaPepper,a46251262,12/06/2013,-1
1975,c2438468828,Aimee111213,a46282717,12/08/2013,-1
1976,c2438605960,Adamsleigh,a46310083,12/09/2013,-1
1977,c2438653023,dragonfly979,a46322941,12/10/2013,-1
1978,c2438717718,Kaspermomma85,a46322941,12/11/2013,1
1979,c2438845482,queenmomtx,a46367965,12/12/2013,-1
1980,c2438866922,Carmillatx,a46371070,12/12/2013,1
1981,c2438925901,amysmiles28,a46371070,12/13/2013,1
1982,c2438994046,LynnAnnNemzer,a46397419,12/13/2013,1
1983,c2439279227,parkersgirl85,a46457617,12/16/2013,-1
1984,c2439357406,tattoedmama88,a46479010,12/17/2013,1
1985,c2439362024,almatea,a46479010,12/17/2013,1
1986,c2439383989,sandrasenska,a46479010,12/17/2013,-1
1987,c2439458791,jane_emma,a46500835,12/18/2013,-1
1988,c2439712866,lbha,a46553449,12/21/2013,1
1989,c2439828763,HeeeyJude,a46579816,12/22/2013,-1
1990,c2439954304,Kwade6,a46605532,12/24/2013,-1
1991,c2440391748,hippette,a46704910,12/30/2013,-1
1992,c2440663036,jerseychas,a46758670,01/01/2014,1
1993,c2440933597,My500thScreenname,a46816345,01/03/2014,-1
1994,c2440945713,HeeeyJude,a46810717,01/03/2014,-1
1995,c2441075752,Forever_Fae,a46846840,01/05/2014,-1
1996,c2441090652,RoMigs,a46849561,01/05/2014,-1
1997,c2441105675,firsttimemom813,a46830169,01/05/2014,-1
1998,c2441197339,BabyLoveJA,a46873630,01/06/2014,1
1999,c2441338844,SinnerRedeemed,a46899247,01/07/2014,1
2000,c2441648775,Little monkey baby 1,a46968304,01/09/2014,-1
2001,c2441662518,mamazumb,a46972177,01/10/2014,-1
2002,c2441684087,enjay07,a46968304,01/10/2014,1
2003,c2441703618,There_She_Goes_Again,a46979587,01/10/2014,1
2004,c2441709134,ChillyPoptaht,a46982698,01/10/2014,-1
2005,c2441711596,ErikaSue,a46982698,01/10/2014,-1
2006,c2441889443,shhh.baby,a47019229,01/12/2014,-1
2007,c2441924924,Futurepharmd,a47025868,01/12/2014,1
2008,c2442054831,2lads1lass,a47051140,01/13/2014,1
2009,c2442144958,Rachael438,a47073088,01/14/2014,-1
2010,c2442200022,hiddencat,a47076043,01/14/2014,1
2011,c2442313710,andiemsh,a47108191,01/15/2014,-1
2012,c2442393416,Bigbear_n_a_bean,a47125831,01/16/2014,-1
2013,c2442426562,winterbabies4me,a47103214,01/16/2014,1
2014,c2442592545,Eyosh,a47115361,01/17/2014,1
2015,c2442763929,ErinShamu,a47201131,01/19/2014,-1
2016,c2442923206,Oconnell585,a47234149,01/20/2014,-1
2017,c2443137535,Tee1Murph,a47276128,01/22/2014,-1
2018,c2443491251,smbaker79,a47338390,01/25/2014,-1
2019,c2443795012,butterflyflutters13,a47406991,01/28/2014,-1
2020,c2443795657,ButtertartInTheOven,a47406991,01/28/2014,-1
2021,c2444045643,demichelle79,a47453119,01/30/2014,-1
2022,c2444132990,bkelly0223,a47470504,01/30/2014,1
2023,c2444180965,milkat0371,a47470504,01/31/2014,1
2024,c2444259082,MrsRoses,a47374771,01/31/2014,-1
2025,c2444343675,Surprise62014,a47520223,02/01/2014,-1
2026,c2444365139,mnorbeck,a47526448,02/01/2014,-1
2027,c2444493897,Chiapanecas,a47530768,02/03/2014,-1
2028,c2444511400,Peaster2,a47554054,02/03/2014,-1
2029,c2444516216,nhraAmy,a47554054,02/03/2014,1
2030,c2444527704,KoalaKids,a47383927,02/03/2014,1
2031,c2444631955,fortunatemaria,a47580622,02/04/2014,-1
2032,c2444636276,Slt1234,a47580622,02/04/2014,1
2033,c2444636868,3ltldarlings,a47580622,02/04/2014,1
2034,c2444648130,worm12389,a47580622,02/04/2014,1
2035,c2444779717,Miraclenumber3,a47612338,02/05/2014,-1
2036,c2444784303,Loloson,a47612338,02/05/2014,-1
2037,c2445013434,scarletsmama1,a47580622,02/07/2014,1
2038,c2445132905,AllKindsOfFun,a47683303,02/08/2014,1
2039,c2445435697,lulafortune,a47725861,02/11/2014,-1
2040,c2445864663,jenlynnste,a47827651,02/14/2014,-1
2041,c2446005415,VaydaAngel,a47534014,02/16/2014,-1
2042,c2446082508,TheGrammarian,a47872981,02/16/2014,1
2043,c2446223625,aehoward,a47903299,02/18/2014,1
2044,c2446348777,safaribell,a47932210,02/19/2014,-1
2045,c2446398920,tiredindefinitely,a47941603,02/19/2014,1
2046,c2446416531,suavehouse113,a47903299,02/19/2014,1
2047,c2446477127,Sanra1231,a47953705,02/20/2014,-1
2048,c2446593951,Charlotte~and~Alex,a41729200,02/21/2014,-1
2049,c2446619399,PriscillaRuby,a47982019,02/21/2014,-1
2050,c2446717021,JessBear22,a48002110,02/22/2014,-1
2051,c2447271191,drk520,a48121852,02/27/2014,1
2052,c2447296075,Wagwan,a48126949,02/27/2014,-1
2053,c2447358926,orlynao,a48140401,02/27/2014,-1
2054,c2447362892,elvenbeauty,a48140401,02/27/2014,1
2055,c2447405743,amandamarie211,a48140401,02/28/2014,-1
2056,c2447523340,JustaMomOfFour,a48172984,03/01/2014,1
2057,c2447524897,kywhis,a48172984,03/01/2014,1
2058,c2447527205,Aholtorf3,a48172984,03/01/2014,-1
2059,c2447639164,emsutten,a48172984,03/02/2014,-1
2060,c2447682596,feathers22,a48195367,03/03/2014,-1
2061,c2447683671,aetrenholme,a48206602,03/03/2014,-1
2062,c2447719009,MamaCjStan,a48172984,03/03/2014,-1
2063,c2447812405,thesproutsmama,a48234580,03/04/2014,1
2064,c2447833122,nvrbetter,a48238246,03/04/2014,-1
2065,c2448038432,2xmomma2b,a48264625,03/06/2014,-1
2066,c2448346155,apriljoanne,a48339625,03/09/2014,-1
2067,c2448362283,Imaham,a48343405,03/09/2014,-1
2068,c2448887082,annemarie81,a48453727,03/14/2014,-1
2069,c2448907764,hiddencat,a48461311,03/14/2014,1
2070,c2448916694,carutt,a48461311,03/14/2014,1
2071,c2448921109,CAstangs,a48464329,03/14/2014,1
2072,c2448969054,justa.sparrow,a48474850,03/14/2014,-1
2073,c2448970358,mamaschwarzlose,a48474850,03/14/2014,-1
2074,c2448996745,megancurren,a48478108,03/15/2014,-1
2075,c2449065178,princessa333,a48491731,03/16/2014,-1
2076,c2449065382,tiffipp89,a48493963,03/16/2014,-1
2077,c2449097139,tangojuliet,a48495022,03/16/2014,1
2078,c2449255083,Mumaholly,a48504637,03/17/2014,1
2079,c2449300253,magyarneni,a48539272,03/18/2014,1
2080,c2449309270,jessicorr,a48467851,03/18/2014,-1
2081,c2449340307,rockyj39,a48530995,03/18/2014,1
2082,c2449475814,sugarplum94,a48568963,03/19/2014,-1
2083,c2449496538,dk99,a48580465,03/19/2014,-1
2084,c2449873833,rachsmithlongman,a48651535,03/23/2014,-1
2085,c2449894631,ejohnson1109,a48633691,03/23/2014,1
2086,c2449985695,NadineJB,a48664651,03/24/2014,-1
2087,c2450152272,Mrs_C43121,a48711490,03/25/2014,-1
2088,c2450347698,AllieLynn1985,a48743161,03/27/2014,-1
2089,c2450370006,CeliaBowen,a48755524,03/27/2014,1
2090,c2450474648,superstoked,a48769885,03/28/2014,-1
2091,c2450510379,AviWynne,a48757888,03/28/2014,-1
2092,c2450553265,SamiJo12112,a48790594,03/29/2014,1
2093,c2450811267,ChrisnHope,a48840895,03/31/2014,-1
2094,c2450883666,amglz,a48858556,04/01/2014,-1
2095,c2450899867,MamaofMicah,a48858556,04/01/2014,-1
2096,c2451033564,Reneenea,a48884551,04/02/2014,-1
2097,c2451034327,katie_19_86,a48888820,04/02/2014,-1
2098,c2451038003,qball37,a48888820,04/02/2014,-1
2099,c2451068657,Tfrost3,a48884551,04/03/2014,-1
2100,c2451087656,froggylegs414,a48884551,04/03/2014,-1
2101,c2451152170,NinamomtoJack,a48911827,04/03/2014,-1
2102,c2451203805,Alejah,a48921742,04/04/2014,-1
2103,c2451307067,MeganB26,a48936541,04/05/2014,1
2104,c2451421730,EmmasAugustMom,a48959134,04/06/2014,1
2105,c2451446835,ashelbee,a48959134,04/06/2014,-1
2106,c2451482733,Mora80,a48808036,04/07/2014,-1
2107,c2451555551,NewParent2B,a48974662,04/07/2014,-1
2108,c2451582176,MinaDunks,a48966115,04/08/2014,-1
2109,c2451610144,Tyrannosaurus Lex,a48999535,04/08/2014,1
2110,c2451627496,3AngelsAndABaby,a49006177,04/08/2014,1
2111,c2451715647,_Blazen_,a49020427,04/09/2014,-1
2112,c2451819519,babyOlove,a49040908,04/10/2014,-1
2113,c2451850092,Steph8705,a49040908,04/10/2014,-1
2114,c2451890159,FPr,a49034713,04/10/2014,-1
2115,c2452017098,janewoodward,a49074484,04/11/2014,-1
2116,c2452069812,vismama,a49090801,04/12/2014,-1
2117,c2452196115,allyra60,a49101601,04/14/2014,1
2118,c2452445416,AshR822,a49167706,04/16/2014,-1
2119,c2452530356,purplegoo,a48791848,04/16/2014,-1
2120,c2452542158,StaceyAK1,a49189003,04/17/2014,-1
2121,c2452545648,barbie1523,a49170133,04/17/2014,-1
2122,c2452604853,nbptemily,a49196689,04/17/2014,1
2123,c2452678801,emsutten,a49216321,04/18/2014,-1
2124,c2452694927,jcmTXmom,a49219606,04/18/2014,1
2125,c2453142304,49ergirl91,a49312012,04/23/2014,1
2126,c2453278645,jjvv82,a49337383,04/24/2014,-1
2127,c2453537995,CindyPlus,a49373449,04/26/2014,1
2128,c2453964770,abrywill92,a49465696,04/30/2014,-1
2129,c2453984889,MissyHT3,a49470346,04/30/2014,-1
2130,c2454021739,CassandraRose,a49465696,04/30/2014,1
2131,c2454236502,marndt17,a49457713,05/02/2014,1
2132,c2455323188,trooperlove,a49736986,05/12/2014,1
2133,c2455377490,strawberryshortcake0,a49750096,05/13/2014,-1
2134,c2455599881,Cpaige87,a49794580,05/15/2014,-1
2135,c2455652385,Seeslikfall,a49780819,05/15/2014,-1
2136,c2455994286,FPr,a49857064,05/19/2014,1
2137,c2456160589,Mandypenny,a49900090,05/20/2014,-1
2138,c2456561899,momtobesept14,a49982488,05/24/2014,-1
2139,c2456822721,Ratatoskclimbs,a50037259,05/27/2014,-1
2140,c2456849862,MrsVallahalla,a50035795,05/27/2014,1
2141,c2456938306,MrsMiller524,a50061364,05/28/2014,-1
2142,c2456943772,VaydaAngel,a50061364,05/28/2014,1
2143,c2457195741,aj267,a50110414,05/30/2014,-1
2144,c2457208402,LittlePaszko,a50114152,05/30/2014,1
2145,c2457247640,tessaneal,a50120998,05/30/2014,1
2146,c2457341520,erfan96,a50136358,05/31/2014,-1
2147,c2457395770,LlamaMa,a50150227,06/01/2014,1
2148,c2457501324,animules,a50173051,06/02/2014,-1
2149,c2457778817,bejungles,a50229475,06/04/2014,1
2150,c2457892558,laeiiily,a50248540,06/30/2014,-1
2151,c2458028056,Carols22,a50277124,06/07/2014,1
2152,c2458173045,zoeclaire09,a50302624,06/08/2014,1
2153,c2458175380,rachsmithlongman,a50302624,06/08/2014,-1
2154,c2458205889,ninetnine,a50302624,06/09/2014,-1
2155,c2458426212,KATIEQ22,a50354833,06/11/2014,-1
2156,c2458522741,breezyblonde,a50376235,06/11/2014,-1
2157,c2458649497,Fazbomb,a50398342,06/13/2014,1
2158,c2458671641,ST33,a50405143,06/13/2014,1
2159,c2458822005,Babyjitterss,a50433418,06/14/2014,1
2160,c2458915426,pben004,a50439772,06/15/2014,-1
2161,c2459121273,saralb123,a50496151,06/17/2014,1
2162,c2459134843,allihg17,a50496151,06/17/2014,1
2163,c2459254126,Amy51500,a50476693,06/18/2014,-1
2164,c2459323761,MaggieT123,a50535541,06/19/2014,-1
2165,c2459331179,VickieKaufmann,a50535541,06/19/2014,-1
2166,c2459388009,Wramr,a50548081,06/19/2014,-1
2167,c2459411826,afwife525,a50552785,06/20/2014,-1
2168,c2459414434,lovingmama18,a50548081,06/20/2014,-1
2169,c2459417020,mctrixie8,a50552785,06/20/2014,1
2170,c2459434405,RAREKat,a50552785,06/20/2014,1
2171,c2459585650,team_stark,a50534563,06/21/2014,1
2172,c2459893416,NAIsaiahFaith,a50647447,06/24/2014,1
2173,c2460156900,chi's_mum,a50689732,06/26/2014,-1
2174,c2460559019,LBoice,a50780527,07/01/2014,-1
2175,c2460590842,smithkidcentral,a50780527,07/01/2014,1
2176,c2460614738,babymiracle3,a50783275,07/01/2014,-1
2177,c2460629991,ohanapecosh,a50783662,07/01/2014,-1
2178,c2460733153,angiegirl25,a50816998,07/02/2014,-1
2179,c2460819916,MalachiNathaneal,a50823949,07/03/2014,-1
2180,c2460821677,Kristaha,a50836390,07/03/2014,1
2181,c2461121824,11clcano,a50897935,07/06/2014,-1
2182,c2461173643,UserOnline,a50879704,07/07/2014,-1
2183,c2461184214,KimmyMoz,a50895799,07/07/2014,-1
2184,c2461233396,LinaMom2Boys,a50826634,07/07/2014,-1
2185,c2461429744,Ginnie29,a50963746,07/09/2014,1
2186,c2461435047,gj11,a50933308,07/09/2014,-1
2187,c2461608270,alr23,a50997241,07/11/2014,-1
2188,c2461609439,YvieRay,a50997283,07/11/2014,-1
2189,c2462074612,Bigbear_n_a_bean,a50879704,07/15/2014,-1
2190,c2462690252,MW1981,a51208663,07/21/2014,-1
2191,c2462810473,Mama Aries,a51230161,07/22/2014,1
2192,c2463460741,alr23,a51326761,07/27/2014,-1
2193,c2463655061,knab06,a51394465,07/29/2014,-1
2194,c2463669329,Chocolithe,a51398170,07/29/2014,1
2195,c2464066910,LoveMyBaby609,a50819653,08/02/2014,-1
2196,c2464379066,draadje,a51276454,08/05/2014,1
2197,c2464942905,ShannyQ7,a51643912,08/10/2014,-1
2198,c2464975992,NikkiHansn,a51650791,08/10/2014,1
2199,c2465049288,AubreysMami,a51667945,08/11/2014,1
2200,c2465199692,BeantownBaby2012,a51666358,08/12/2014,1
2201,c2465795579,sfoleyak,a51810694,08/18/2014,1
2202,c2465855416,Samwise10,a51821854,08/19/2014,-1
2203,c2465960055,brandi7163,a51821854,08/19/2014,1
2204,c2465989145,jbanb,a51831814,08/20/2014,-1
2205,c2466539828,kmspahnn,a51930853,08/25/2014,-1
2206,c2466760600,MamaAndHenry,a51989926,08/27/2014,-1
2207,c2466802759,Happymomma912,a52000615,08/27/2014,1
2208,c2466895216,upskari4,a52011511,08/28/2014,-1
2209,c2467057526,rscott1986,a52046737,08/29/2014,1
2210,c2467071936,Amputeaseme,a52046737,08/29/2014,-1
2211,c2467144675,rbrashe,a52057651,08/30/2014,-1
2212,c2467428135,sham3cg,a52110280,09/02/2014,1
2213,c2467548740,sherron88,a52124605,09/03/2014,-1
2214,c2467724269,Krista721,a52170634,09/04/2014,-1
2215,c2467752084,jftb11,a52167253,09/05/2014,1
2216,c2467845073,JSummer,a52188625,09/05/2014,-1
2217,c2467932962,gradbarbie,a52170634,09/06/2014,1
2218,c2468083806,emkayyy,a52235995,09/08/2014,1
2219,c2468331490,Lilli VonSchtupp,a52285495,09/10/2014,1
2220,c2468345970,ItsNettie,a52287598,09/10/2014,-1
2221,c2468376307,Janamarlene22,a52292284,09/10/2014,1
2222,c2468493827,mymiracleboy1,a52315633,09/11/2014,-1
2223,c2468740695,Rimrose,a52358806,09/14/2014,1
2224,c2468763026,hcarter07,a52362304,09/14/2014,-1
2225,c2468845292,Wramr,a52372138,09/15/2014,-1
2226,c2468900661,DecBlue,a52327348,09/15/2014,-1
2227,c2469196089,andloveisreal,a52434886,09/18/2014,1
2228,c2469276124,Annasmommy23,a52453996,09/19/2014,1
2229,c2469320986,friedlia,a52453996,09/19/2014,-1
2230,c2469341366,vkk2181,a52468207,09/19/2014,1
2231,c2469627118,gesmith3,a52521019,09/22/2014,1
2232,c2469630035,gesmith3,a52521019,09/22/2014,1
2233,c2469789102,MammaLion83,a52552819,09/23/2014,-1
2234,c2469970914,MarinaPDX,a52587730,09/25/2014,-1
2235,c2469990263,jeni_drew11,a52587730,09/25/2014,1
2236,c2470051620,sugarcrystal8,a52594585,09/26/2014,-1
2237,c2470366475,JillOhio,a52655122,09/29/2014,-1
2238,c2470431299,2bsnspod,a52657834,09/30/2014,-1
2239,c2470738708,ChristaTP,a52727014,10/02/2014,1
2240,c2470763561,allihg17,a52722640,10/02/2014,1
2241,c2470810428,4thingsandalizard,a52736431,10/03/2014,1
2242,c2470818725,MnMommy1119,a52740454,10/03/2014,1
2243,c2470911239,penelope626,a52753399,10/04/2014,1
2244,c2471553083,JuliDooley,a52858753,10/10/2014,-1
2245,c2472055092,barbie1523,a52954675,10/15/2014,-1
2246,c2472083449,Cornflower619,a52954675,10/15/2014,1
2247,c2472291988,Risaaunt,a52954675,05/14/2015,1
2248,c2472315749,MommyBeeQueen,a50570416,10/17/2014,1
2249,c2472399234,ItsNettie,a52975906,10/18/2014,-1
2250,c2472667761,OneFineMommy,a53068048,10/21/2014,1
2251,c2472752687,WhRsMyBaBy,a53084647,10/21/2014,-1
2252,c2472838735,Danielle1224,a53097808,10/22/2014,1
2253,c2472886207,Hanky112,a53106169,10/23/2014,1
2254,c2473212555,jenzz3bbz,a53147209,10/26/2014,1
2255,c2473447967,LoveMyMoos,a53208622,10/28/2014,-1
2256,c2473480268,bsw12015,a53214796,10/28/2014,-1
2257,c2473792281,mamabear009,a53267710,10/31/2014,1
2258,c2474295714,hannahkeller,a53359750,11/05/2014,-1
2259,c2474401759,DrMom86,a53378545,11/06/2014,1
2260,c2474632226,miche888,a53285311,11/08/2014,1
2261,c2474752019,KmL101,a53438209,11/09/2014,1
2262,c2474854863,Lovie336,a53458384,11/10/2014,1
2263,c2475260129,Ashley47,a53527831,11/14/2014,1
2264,c2475894861,sugar&spiceX3,a53622073,11/20/2014,-1
2265,c2476012629,OTA_2008,a53665297,11/21/2014,1
2266,c2476015687,asymptotic,a53665297,11/21/2014,1
2267,c2476480595,Buninoven06,a53736706,11/25/2014,-1
2268,c2477004674,ohanapecosh,a53842900,12/01/2014,-1
2269,c2477570495,whiro,a53939053,12/07/2014,1
2270,c2477571717,Carolinaschick,a53939053,12/07/2014,1
2271,c2477611523,tkcaldwell,a53949136,12/07/2014,-1
2272,c2477666109,bonnieball,a53949136,12/08/2014,-1
2273,c2477727477,BlondieMom2013,a53967157,12/08/2014,1
2274,c2477732492,mamabearkg,a53967157,12/08/2014,-1
2275,c2477763720,prkintz,a53967157,12/08/2014,-1
2276,c2477874765,charityb02,a53949136,12/09/2014,-1
2277,c2478036708,NicRenee,a53949136,12/11/2014,1
2278,c2478454958,KokoofCats,a54097960,12/15/2014,-1
2279,c2478867502,TyrannosarusSex,a54165331,12/19/2014,1
2280,c2479065003,AnInt,a54207859,12/21/2014,1
2281,c2479393068,knmoik,a54265921,12/25/2014,1
2282,c2479987052,ExtraHotSauce,a54374503,12/31/2014,1
2283,c2480305610,olivebee0921,a54426676,01/03/2015,-1
2284,c2480334181,Drea_1002,a54426676,01/03/2015,-1
2285,c2480354286,smashley808,a54426676,01/03/2015,-1
2286,c2480602421,squeakygreenmom,a42211834,01/06/2015,1
2287,c2480625162,UCDMomVB,a54484780,01/06/2015,1
2288,c2480657330,JojoSpeaks,a54484780,01/06/2015,-1
2289,c2480680015,Soccerlife,a54487594,01/06/2015,1
2290,c2480884938,amodel,a54484780,01/08/2015,-1
2291,c2480984138,liazupo,a54544843,01/09/2015,1
2292,c2481170520,WhRsMyBaBy,a54575503,01/10/2015,-1
2293,c2481438921,GetOutside,a54607282,01/12/2015,1
2294,c2481601638,virginiameagan,a54646456,01/14/2015,-1
2295,c2481709500,Hbakh,a54610939,01/14/2015,-1
2296,c2482361586,TheCrumbsINmyBra,a54774709,01/20/2015,-1
2297,c2482625153,CALINOLAmommy,a54817894,01/22/2015,-1
2298,c2482635256,MrszEspinal,a54820294,01/22/2015,1
2299,c2482650205,thomp42,a54824671,01/22/2015,1
2300,c2482703250,OrtegaLupita,a54832606,01/23/2015,-1
2301,c2482870801,PurpleMomita,a54856312,01/24/2015,1
2302,c2482952375,WerryAnne,a54870388,01/25/2015,1
2303,c2483097841,karessa05,a54874501,01/26/2015,1
2304,c2483281369,Hopee87,a54923023,01/27/2015,1
2305,c2483328446,Shrooms,a54936637,01/28/2015,1
2306,c2483365539,WildKerry,a54943222,01/28/2015,-1
2307,c2483421305,BirdieBookworm,a54952339,01/28/2015,1
2308,c2483447363,CMCT2012,a54956416,01/29/2015,1
2309,c2483503043,Reesa2288,a54961669,01/29/2015,-1
2310,c2483507652,Koala Llama,a54961669,01/29/2015,-1
2311,c2483524213,krisi1,a54940222,01/29/2015,-1
2312,c2483589028,KFlo0407,a54980977,01/30/2015,-1
2313,c2483749506,MrsWright5,a55006357,01/31/2015,-1
2314,c2483901610,hnkhappybunny,a55032610,02/02/2015,1
2315,c2483978694,tjah99,a54975625,02/02/2015,1
2316,c2484075130,amrshortstuff,a55063090,02/03/2015,-1
2317,c2484138382,Mommy5-27-11,a55073533,02/04/2015,-1
2318,c2484161800,Ben$mom2be,a55075408,02/04/2015,1
2319,c2484177357,BabysCoffee,a55077379,02/04/2015,-1
2320,c2484205388,Donnabelle,a55080667,02/04/2015,-1
2321,c2484227296,Thal3,a55072438,02/04/2015,-1
2322,c2484230882,Ktj459,a55088680,02/05/2015,1
2323,c2484239822,NiveaBSG,a55072438,02/05/2015,1
2324,c2484354587,CALINOLAmommy,a55108279,02/06/2015,-1
2325,c2484362360,greentea35,a55108279,02/06/2015,-1
2326,c2484415704,ConverseKicks,a55061782,02/06/2015,1
2327,c2484419166,LlamaMa,a55117609,02/06/2015,-1
2328,c2484458513,kadieme,a55108186,02/06/2015,-1
2329,c2484464052,bonnieball,a55122094,02/06/2015,-1
2330,c2484487899,twinparadox37,a55128376,02/07/2015,-1
